Medicine_Name,Current_Stock,Days_Until_Expiry,Average_Daily_Usage
Metronidazole,494,44,10.38
Sertraline,315,309,1.07
Clotrimazole,1,31,0.03
Alprazolam,272,44,5.87
Ranitidine,81,179,0.4
Ivermectin,486,147,3.91
Chloroquine,430,283,1.36
Quetiapine,165,237,0.62
Amoxicillin,257,114,2.61
Fentanyl,331,225,1.44
Formoterol,139,295,0.4
Sertraline,322,47,6.18
Alprazolam,145,355,0.34
Spironolactone,142,88,1.91
Escitalopram,49,101,0.48
Ranitidine,426,32,15.64
Zinc Acetate,432,186,2.36
Ketoconazole,250,199,1.33
Escitalopram,268,216,1.01
Simvastatin,363,66,6.15
Pyrazinamide,355,10,31.05
Prednisone,456,126,3.27
Chloroquine,87,44,2.26
Norfloxacin,105,106,1.12
Theophylline,250,182,1.36
Omeprazole,310,180,1.64
Amoxicillin,314,296,1.16
Norfloxacin,88,184,0.44
Dopamine,192,56,2.97
Levofloxacin,237,79,2.97
Diazepam,293,18,15.9
Furosemide,196,194,1.0
Pseudoephedrine,63,67,0.75
Pantoprazole,80,310,0.31
Pyrazinamide,270,188,1.54
Acyclovir,296,158,1.59
Amlodipine,6,196,0.03
Fentanyl,73,188,0.42
Escitalopram,152,272,0.53
Erythromycin,166,225,0.68
Gabapentin,5,241,0.02
Chlorpheniramine,300,315,0.93
Artemether,161,284,0.64
Fluoxetine,343,110,3.28
Ofloxacin,341,46,6.06
Fluoxetine,424,306,1.44
Pseudoephedrine,157,181,0.8
Loratadine,382,107,3.93
Calcium Carbonate,427,151,2.28
Gabapentin,271,117,2.72
Erythromycin,2,15,0.12
Diclofenac,110,181,0.6
Olanzapine,485,275,1.67
Phenylephrine,275,81,2.9
Nitrofurantoin,227,133,1.64
Lisinopril,230,110,1.69
Clotrimazole,8,193,0.04
Vitamin D,72,327,0.2
Linezolid,69,333,0.17
Ciprofloxacin,275,48,6.48
Carbamazepine,447,218,2.46
Acyclovir,367,231,1.39
Lisinopril,219,338,0.65
Amoxicillin,135,233,0.48
Metformin,250,284,0.88
Diazepam,323,261,1.36
Erythromycin,34,314,0.11
Domperidone,292,111,2.53
Midazolam,32,267,0.11
Ketoconazole,114,101,1.1
Isoniazid,467,203,2.62
Phenylephrine,67,278,0.22
Risperidone,31,140,0.22
Formoterol,110,46,2.26
Diazepam,82,284,0.29
Cyclizine,52,201,0.24
Montelukast,33,231,0.15
Valproate,371,247,1.73
Prednisone,484,244,2.0
Betamethasone,91,100,0.84
Spironolactone,232,75,3.55
Tazobactam,463,32,15.37
Simvastatin,314,33,8.97
Ibuprofen,463,191,2.71
Fluoxetine,275,198,1.27
Ceftriaxone,57,354,0.16
Formoterol,84,311,0.3
Cefixime,25,197,0.13
Naloxone,52,225,0.27
Nitrofurantoin,398,198,2.02
Insulin,386,349,1.14
Ketoconazole,152,364,0.4
Clotrimazole,408,263,1.3
Cetirizine,341,14,24.91
Domperidone,243,77,2.95
Furosemide,300,22,15.66
Chlorpheniramine,18,285,0.07
Phenytoin,132,131,1.21
Lisinopril,451,218,2.0
Chlorpheniramine,10,356,0.03
Cefixime,217,15,12.64
Metronidazole,323,106,3.41
Alprazolam,400,118,3.22
Escitalopram,366,310,1.09
Escitalopram,427,140,3.39
Pyrazinamide,282,358,0.84
Phenytoin,470,174,2.88
Oseltamivir,379,222,1.71
Diazepam,383,238,1.85
Hydroxychloroquine,499,59,7.71
Naloxone,118,328,0.36
Fluoxetine,329,141,2.74
Simvastatin,248,212,1.28
Lisinopril,404,357,1.28
Lumefantrine,229,203,0.95
Tazobactam,255,254,1.08
Tinidazole,481,287,1.92
Budesonide,306,89,3.91
Levothyroxine,199,127,1.42
Azithromycin,241,83,2.44
Theophylline,348,348,0.96
Omeprazole,458,61,7.94
Risperidone,426,181,2.79
Simvastatin,394,112,2.81
Acyclovir,460,54,10.2
Cyclizine,467,133,3.46
Olanzapine,40,311,0.12
Midazolam,468,191,2.5
Betamethasone,105,166,0.72
Diazepam,232,37,5.8
Cefixime,138,267,0.52
Phenylephrine,276,337,0.84
Salbutamol,105,225,0.4
Amlodipine,63,172,0.44
Fentanyl,280,108,2.8
Clozapine,166,23,7.38
Risperidone,489,93,5.42
Clotrimazole,252,310,0.73
Isoniazid,250,217,1.07
Granisetron,479,356,1.3
Pyrazinamide,479,29,18.01
Doxycycline,325,202,1.35
Noradrenaline,222,348,0.66
Tamsulosin,219,66,2.73
Lumefantrine,453,39,13.31
Lorazepam,111,47,2.73
Levothyroxine,348,197,1.81
Salmeterol,270,119,2.58
Lumefantrine,285,78,3.92
Naproxen,370,123,3.06
Quetiapine,3,80,0.04
Losartan,1,108,0.01
Amoxicillin,219,59,3.03
Piperacillin,86,289,0.29
Warfarin,403,332,1.05
Domperidone,233,144,1.81
Oseltamivir,279,52,5.6
Tamsulosin,300,286,0.95
Midazolam,341,318,1.1
Cefixime,421,270,1.33
Nitrofurantoin,423,151,3.28
Salbutamol,169,290,0.63
Fentanyl,324,262,1.06
Ceftriaxone,448,321,1.34
Atorvastatin,498,211,2.67
Acyclovir,136,157,1.01
Spironolactone,486,174,2.71
Lorazepam,170,243,0.81
Insulin,337,54,6.84
Meropenem,119,233,0.57
Fentanyl,6,148,0.04
Isoniazid,249,325,0.86
Quetiapine,120,223,0.61
Domperidone,479,92,4.35
Ondansetron,461,284,1.77
Loratadine,400,243,1.37
Erythromycin,51,205,0.21
Omeprazole,198,139,1.42
Formoterol,144,45,3.78
Tazobactam,283,332,0.7
Olanzapine,469,241,1.66
Simvastatin,247,333,0.75
Sertraline,321,61,4.24
Prednisone,491,314,1.38
Cetirizine,339,157,1.76
Rifampicin,402,39,8.3
Ciprofloxacin,369,66,6.29
Erythromycin,198,35,6.77
Calcium Carbonate,427,22,16.51
Valproate,99,104,0.93
Salbutamol,359,76,4.53
Levofloxacin,31,239,0.13
Rifampicin,298,53,5.88
Ibuprofen,361,140,2.16
Linezolid,493,310,1.39
Dopamine,405,58,7.95
Haloperidol,481,356,1.43
Amoxicillin,115,80,1.24
Lumefantrine,480,122,4.67
Cefixime,32,54,0.7
Quetiapine,417,310,1.11
Tinidazole,237,116,2.45
Theophylline,433,248,1.76
Gabapentin,286,262,1.25
Escitalopram,79,276,0.33
Isoniazid,283,273,0.99
Pyrazinamide,131,268,0.46
Naproxen,489,72,6.11
Tinidazole,325,152,2.11
Naloxone,87,218,0.44
Oseltamivir,495,82,5.77
Pyrazinamide,339,262,1.32
Erythromycin,399,216,2.08
Isoniazid,471,237,2.12
Zinc Acetate,72,100,0.64
Paracetamol,66,225,0.26
Carbamazepine,249,128,1.93
Clopidogrel,67,359,0.18
Azithromycin,40,184,0.23
Clozapine,103,81,1.39
Haloperidol,66,258,0.3
Hydroxychloroquine,245,89,2.55
Nitrofurantoin,438,43,8.96
Loratadine,292,289,1.18
Domperidone,199,292,0.78
Hydrochlorothiazide,399,123,3.7
Risperidone,94,105,0.76
Amlodipine,43,17,2.79
Pseudoephedrine,338,231,1.51
Vancomycin,60,35,1.77
Ofloxacin,293,18,16.7
Granisetron,385,231,1.43
Doxycycline,176,25,7.68
Diazepam,305,350,0.74
Acyclovir,491,350,1.35
Azithromycin,410,20,17.13
Hydroxychloroquine,33,42,0.87
Lorazepam,461,349,1.18
Fluoxetine,80,257,0.3
Levothyroxine,303,218,1.64
Vancomycin,234,362,0.57
Metronidazole,108,114,1.01
Levothyroxine,482,37,12.51
Amoxicillin,280,133,2.44
Granisetron,347,144,2.77
Chloroquine,431,227,1.67
Fluoxetine,10,314,0.03
Adrenaline,170,321,0.45
Erythromycin,148,66,2.35
Ciprofloxacin,206,53,3.86
Noradrenaline,470,332,1.42
Acyclovir,274,202,1.47
Vitamin D,336,231,1.28
Metformin,7,239,0.03
Ranitidine,47,77,0.71
Pantoprazole,354,280,1.4
Dopamine,327,50,7.48
Levofloxacin,281,324,0.8
Cyclizine,2,245,0.01
Carbamazepine,277,66,3.55
Escitalopram,303,304,0.88
Calcium Carbonate,158,274,0.56
Valproate,169,304,0.47
Ranitidine,288,312,1.06
Risperidone,82,14,7.01
Omeprazole,212,114,1.93
Azithromycin,146,75,2.29
Atorvastatin,485,261,1.93
Lorazepam,438,341,1.37
Alprazolam,125,126,0.88
Olanzapine,345,185,1.82
Olanzapine,47,189,0.2
Loratadine,293,343,0.77
Alprazolam,198,132,1.27
Furosemide,312,116,2.35
Lumefantrine,300,363,0.79
Olanzapine,267,90,2.95
Metformin,344,280,1.21
Amlodipine,353,309,1.28
Alprazolam,492,336,1.41
Gabapentin,271,177,1.83
Cetirizine,94,165,0.5
Noradrenaline,75,150,0.56
Naproxen,203,239,0.97
Simvastatin,410,159,2.75
Phenytoin,225,102,2.03
Midazolam,442,211,2.14
Diazepam,31,75,0.48
Gabapentin,267,150,1.59
Clotrimazole,208,108,2.09
Lumefantrine,172,334,0.51
Olanzapine,128,114,1.03
Hydroxychloroquine,198,359,0.6
Prednisone,205,195,1.25
Lithium,245,327,0.65
Betamethasone,433,293,1.37
Fluoxetine,330,58,6.09
Lisinopril,34,57,0.56
Rifampicin,5,207,0.03
Mebendazole,423,281,1.75
Dopamine,342,238,1.7
Zinc Acetate,276,244,1.35
Codeine,484,120,3.68
Haloperidol,175,199,0.95
Ketoconazole,451,305,1.61
Fentanyl,456,312,1.43
Betamethasone,206,22,10.03
Calcium Carbonate,411,87,5.01
Nitrofurantoin,389,87,5.3
Omeprazole,162,110,1.61
Carbamazepine,265,223,1.0
Paracetamol,314,352,0.97
Theophylline,199,245,0.77
Diazepam,394,39,9.27
Quetiapine,148,283,0.5
Lorazepam,377,346,1.27
Hydrochlorothiazide,201,74,2.28
Metformin,212,67,3.04
Quetiapine,295,226,1.08
Salmeterol,194,124,1.43
Domperidone,468,23,18.64
Pantoprazole,481,167,2.94
Ibuprofen,13,340,0.04
Gabapentin,213,262,0.91
Fentanyl,372,186,1.86
Risperidone,330,35,11.29
Montelukast,303,302,0.89
Ceftriaxone,62,214,0.27
Dopamine,394,214,2.07
Ceftriaxone,197,341,0.49
Cetirizine,397,293,1.31
Formoterol,487,343,1.27
Levothyroxine,155,34,4.06
Piperacillin,39,130,0.27
Tazobactam,444,324,1.53
Amoxicillin,345,254,1.47
Ciprofloxacin,127,27,4.99
Tazobactam,437,277,1.85
Salmeterol,169,201,0.91
Dopamine,13,21,0.52
Furosemide,28,319,0.08
Montelukast,3,26,0.11
Oseltamivir,364,78,4.03
Linezolid,42,271,0.18
Hydroxychloroquine,197,282,0.74
Granisetron,39,125,0.37
Lithium,348,318,1.06
Cetirizine,76,230,0.3
Montelukast,449,309,1.24
Adrenaline,46,102,0.49
Naloxone,126,11,11.14
Metformin,339,95,3.64
Tinidazole,433,102,4.9
Amoxicillin,498,303,1.88
Naproxen,152,296,0.59
Hydrochlorothiazide,398,259,1.31
Clopidogrel,298,128,2.49
Chlorpheniramine,353,361,1.02
Levothyroxine,161,302,0.52
Codeine,330,360,0.75
Azithromycin,138,246,0.61
Diclofenac,336,39,7.27
Clozapine,465,24,20.68
Zinc Acetate,290,152,2.29
Noradrenaline,386,70,6.43
Calcium Carbonate,386,254,1.39
Pseudoephedrine,188,299,0.65
Paracetamol,140,315,0.38
Risperidone,297,121,2.62
Chloroquine,95,180,0.51
Sertraline,43,300,0.13
Erythromycin,221,39,5.23
Omeprazole,364,21,18.42
Theophylline,204,201,1.08
Gabapentin,95,293,0.38
Artemether,476,71,7.47
Nitrofurantoin,386,110,2.91
Chloroquine,129,148,1.0
Diazepam,412,71,5.08
Fentanyl,72,33,2.48
Vancomycin,176,92,2.14
Escitalopram,256,261,0.99
Ciprofloxacin,246,33,8.54
Pseudoephedrine,329,25,15.65
Loratadine,148,32,4.85
Valproate,379,69,5.31
Insulin,240,338,0.58
Linezolid,20,185,0.11
Ceftriaxone,364,241,1.24
Norfloxacin,467,147,2.67
Levofloxacin,410,283,1.59
Omeprazole,240,158,1.45
Calcium Carbonate,247,219,1.07
Ciprofloxacin,214,350,0.69
Ibuprofen,202,72,3.24
Dexamethasone,429,281,1.73
Erythromycin,153,119,1.15
Salmeterol,296,277,1.14
Meropenem,432,219,1.7
Ketoconazole,169,48,4.17
Lisinopril,298,26,10.73
Azithromycin,420,76,5.17
Beclomethasone,75,247,0.35
Oseltamivir,23,197,0.13
Isoniazid,493,316,1.68
Ketoconazole,114,305,0.4
Loratadine,207,357,0.6
Carbamazepine,341,68,5.7
Valproate,2,20,0.12
Theophylline,295,330,0.89
Losartan,442,294,1.44
Vancomycin,278,271,1.19
Tamsulosin,352,327,0.87
Montelukast,250,316,0.92
Levofloxacin,384,99,3.17
Omeprazole,468,188,2.92
Ethambutol,494,22,22.0
Warfarin,266,121,2.54
Metformin,49,88,0.54
Carbamazepine,13,315,0.04
Omeprazole,140,110,1.19
Domperidone,225,254,0.82
Doxycycline,407,50,9.16
Chlorpheniramine,139,228,0.53
Amoxicillin,19,278,0.06
Phenylephrine,30,318,0.1
Zinc Acetate,118,112,1.2
Calcium Carbonate,181,145,1.43
Simvastatin,359,22,18.04
Dexamethasone,280,222,1.4
Losartan,39,222,0.19
Losartan,84,62,1.21
Pyrazinamide,242,211,1.14
Salbutamol,113,338,0.3
Losartan,191,76,2.37
Erythromycin,271,149,1.77
Chloroquine,95,317,0.28
Risperidone,443,67,7.57
Dopamine,12,116,0.09
Granisetron,303,246,1.02
Warfarin,445,115,4.41
Hydroxychloroquine,127,226,0.62
Salbutamol,405,143,2.29
Olanzapine,404,281,1.49
Ciprofloxacin,290,95,2.56
Clotrimazole,390,129,2.55
Nitrofurantoin,121,24,4.8
Mebendazole,161,31,4.22
Codeine,7,161,0.05
Quetiapine,495,307,1.65
Phenytoin,283,105,2.5
Ciprofloxacin,422,48,8.44
Pyrazinamide,134,77,1.47
Fluoxetine,387,346,1.12
Ofloxacin,386,144,3.16
Zinc Acetate,71,99,0.66
Phenylephrine,380,55,6.48
Cefixime,365,332,0.89
Fentanyl,314,18,14.02
Naloxone,37,55,0.77
Meropenem,253,339,0.84
Beclomethasone,265,313,0.83
Mebendazole,387,132,2.75
Levofloxacin,316,36,9.89
Paracetamol,451,219,2.43
Olanzapine,380,14,31.4
Naloxone,266,104,2.73
Loratadine,263,292,0.94
Diazepam,218,129,1.49
Dopamine,202,95,2.04
Carbamazepine,146,259,0.51
Tamsulosin,414,324,1.27
Diclofenac,451,111,4.53
Escitalopram,377,171,2.61
Loratadine,112,159,0.6
Cyclizine,84,258,0.33
Tramadol,39,218,0.15
Hydroxychloroquine,425,54,7.68
Chloroquine,7,77,0.08
Diclofenac,327,22,15.92
Levothyroxine,220,165,1.45
Salmeterol,393,15,29.26
Spironolactone,162,105,1.72
Granisetron,399,64,5.79
Phenytoin,27,16,1.8
Ofloxacin,116,84,1.37
Ondansetron,150,167,0.9
Artemether,286,107,2.35
Lisinopril,291,127,2.31
Sertraline,101,282,0.38
Escitalopram,442,362,0.98
Formoterol,277,240,1.28
Doxycycline,356,26,15.73
Zinc Acetate,302,336,0.72
Ofloxacin,182,172,1.26
Oseltamivir,154,51,2.99
Calcium Carbonate,377,114,3.1
Diclofenac,308,32,11.38
Morphine,319,35,9.75
Cetirizine,277,299,0.8
Prednisone,274,178,1.65
Linezolid,307,340,0.9
Fluoxetine,239,212,1.06
Levothyroxine,412,17,27.43
Ranitidine,262,155,1.55
Isoniazid,442,75,6.79
Pantoprazole,493,63,9.2
Phenylephrine,335,122,3.29
Phenylephrine,392,24,16.1
Atorvastatin,454,183,2.73
Salbutamol,478,62,8.04
Diazepam,467,27,17.68
Furosemide,399,311,1.45
Atorvastatin,331,184,1.68
Quetiapine,133,199,0.68
Vitamin D,339,210,1.46
Dexamethasone,208,164,1.19
Simvastatin,248,330,0.89
Oseltamivir,365,96,3.25
Ondansetron,319,43,8.88
Clotrimazole,437,94,4.35
Diazepam,319,138,2.62
Fluoxetine,194,98,1.77
Clopidogrel,261,85,2.69
Cefixime,419,71,6.36
Lorazepam,442,199,2.57
Mebendazole,409,319,1.18
Vancomycin,288,205,1.67
Ofloxacin,218,72,2.92
Ranitidine,444,240,1.52
Metformin,493,291,1.77
Hydroxychloroquine,466,311,1.58
Loratadine,425,249,1.4
Meropenem,256,108,2.3
Losartan,219,173,1.16
Naloxone,166,75,2.39
Lorazepam,119,77,1.32
Beclomethasone,470,102,4.6
Salbutamol,289,72,4.43
Atorvastatin,26,111,0.25
Acyclovir,8,207,0.04
Phenytoin,445,79,5.19
Quetiapine,257,107,2.05
Pyrazinamide,19,295,0.05
Domperidone,248,101,2.33
Amoxicillin,281,332,0.96
Ofloxacin,451,290,1.46
Ketoconazole,278,48,5.47
Betamethasone,326,310,0.91
Zinc Acetate,362,111,3.7
Risperidone,112,48,2.34
Risperidone,402,30,12.43
Artemether,260,345,0.89
Omeprazole,95,293,0.28
Nitrofurantoin,131,82,1.62
Sertraline,330,119,3.09
Olanzapine,426,89,5.72
Ciprofloxacin,49,150,0.28
Olanzapine,181,174,1.2
Lisinopril,192,110,2.0
Risperidone,284,322,0.91
Phenylephrine,124,203,0.7
Lumefantrine,365,266,1.21
Ethambutol,300,288,1.06
Sertraline,220,292,0.64
Atorvastatin,290,166,1.41
Linezolid,453,357,1.35
Tramadol,498,305,1.86
Amoxicillin,157,282,0.54
Diclofenac,82,313,0.29
Escitalopram,440,155,2.36
Metronidazole,152,50,3.23
Codeine,389,194,2.07
Adrenaline,322,24,14.92
Formoterol,284,184,1.3
Simvastatin,183,132,1.55
Lithium,423,241,1.69
Dexamethasone,37,333,0.12
Omeprazole,58,41,1.46
Levofloxacin,21,61,0.32
Montelukast,425,141,3.16
Hydrochlorothiazide,474,216,2.39
Tinidazole,348,103,3.25
Furosemide,198,352,0.58
Cetirizine,353,295,1.35
Insulin,342,56,7.29
Adrenaline,359,152,2.43
Phenytoin,357,211,1.85
Cyclizine,200,265,0.84
Montelukast,341,85,4.08
Naproxen,361,285,1.46
Tazobactam,350,81,4.63
Piperacillin,391,265,1.64
Acyclovir,440,177,2.66
Domperidone,309,129,2.75
Zinc Acetate,282,251,1.15
Pyrazinamide,73,92,0.89
Cetirizine,238,80,3.17
Tazobactam,447,132,3.44
Fluoxetine,332,207,1.53
Beclomethasone,434,137,3.22
Tinidazole,406,90,4.31
Furosemide,312,312,0.91
Amoxicillin,47,83,0.58
Ranitidine,132,364,0.3
Simvastatin,446,248,1.89
Salmeterol,20,93,0.21
Carbamazepine,226,24,9.92
Lumefantrine,419,16,25.57
Prednisone,290,218,1.2
Loratadine,419,223,1.83
Artemether,131,209,0.6
Escitalopram,115,210,0.57
Oseltamivir,228,176,1.16
Warfarin,494,168,2.36
Azithromycin,68,276,0.29
Granisetron,163,283,0.56
Phenylephrine,123,151,0.97
Salmeterol,348,146,2.5
Isoniazid,196,362,0.51
Artemether,160,177,0.88
Alprazolam,69,57,1.05
Tazobactam,373,307,1.29
Naproxen,117,290,0.39
Pantoprazole,424,354,1.04
Meropenem,465,311,1.76
Valproate,222,222,0.93
Metformin,76,58,1.22
Risperidone,191,29,5.91
Lisinopril,488,307,1.73
Piperacillin,177,246,0.67
Warfarin,90,227,0.44
Ondansetron,310,46,6.09
Lithium,193,231,0.84
Theophylline,395,192,2.11
Ofloxacin,401,323,1.18
Tinidazole,496,313,1.38
Meropenem,131,136,1.02
Fentanyl,408,222,1.95
Lithium,440,224,2.34
Tamsulosin,420,72,5.4
Erythromycin,183,335,0.62
Ofloxacin,245,361,0.72
Valproate,412,162,2.64
Ciprofloxacin,452,152,2.53
Betamethasone,69,109,0.52
Mebendazole,247,353,0.66
Ibuprofen,62,55,1.01
Metronidazole,174,298,0.55
Metformin,11,168,0.08
Lumefantrine,309,152,1.67
Omeprazole,116,62,2.22
Dexamethasone,484,143,3.57
Meropenem,15,251,0.06
Tazobactam,343,336,1.08
Gabapentin,71,256,0.24
Warfarin,177,118,1.57
Adrenaline,230,286,0.7
Metronidazole,269,76,3.73
Theophylline,11,342,0.04
Cefixime,436,96,4.17
Betamethasone,262,232,1.09
Carbamazepine,357,169,1.87
Formoterol,295,295,1.17
Salmeterol,136,160,0.78
Calcium Carbonate,121,35,3.23
Clotrimazole,19,119,0.14
Furosemide,90,49,1.82
Budesonide,204,143,1.68
Spironolactone,492,223,2.39
Vancomycin,52,15,4.09
Loratadine,421,173,2.73
Ketoconazole,168,230,0.73
Dexamethasone,177,60,3.43
Clozapine,213,256,0.79
Oseltamivir,10,353,0.03
Clopidogrel,160,270,0.61
Clozapine,66,244,0.22
Clopidogrel,299,178,1.39
Pseudoephedrine,301,362,0.67
Ibuprofen,275,319,0.79
Norfloxacin,237,32,6.33
Lumefantrine,134,267,0.55
Azithromycin,467,356,1.29
Erythromycin,491,222,1.81
Fentanyl,387,311,1.2
Phenylephrine,477,79,6.25
Ethambutol,138,17,8.89
Levothyroxine,301,335,0.92
Amlodipine,3,38,0.07
Ondansetron,59,83,0.7
Cefixime,352,324,1.04
Clotrimazole,343,312,1.16
Risperidone,273,159,1.75
Cyclizine,292,354,0.82
Pantoprazole,173,204,0.82
Rifampicin,351,187,1.97
Metformin,309,151,1.99
Spironolactone,351,100,3.74
Dopamine,240,210,1.34
Pantoprazole,103,71,1.73
Linezolid,192,248,0.63
Zinc Acetate,142,269,0.51
Omeprazole,47,116,0.34
Naproxen,468,179,2.49
Azithromycin,247,36,7.15
Levothyroxine,333,44,6.26
Clotrimazole,345,112,2.71
Ofloxacin,128,307,0.5
Rifampicin,171,352,0.58
Olanzapine,150,161,0.99
Codeine,367,325,1.13
Paracetamol,313,217,1.25
Formoterol,254,259,1.17
Fluoxetine,445,328,1.41
Fentanyl,162,72,2.32
Azithromycin,52,362,0.13
Tramadol,308,358,0.86
Warfarin,67,81,0.88
Clozapine,464,265,1.93
Carbamazepine,55,363,0.12
Salmeterol,112,115,0.98
Theophylline,357,133,2.64
Phenylephrine,379,289,1.16
Piperacillin,267,65,4.63
Dopamine,193,20,7.94
Calcium Carbonate,51,144,0.29
Budesonide,451,325,1.12
Diazepam,322,306,1.1
Montelukast,181,139,1.32
Furosemide,155,354,0.36
Clotrimazole,241,39,5.86
Zinc Acetate,183,240,0.9
Amoxicillin,45,351,0.12
Prednisone,283,143,2.08
Sertraline,5,275,0.02
Hydroxychloroquine,287,15,20.45
Chloroquine,26,40,0.59
Pyrazinamide,438,95,3.82
Diazepam,35,108,0.33
Omeprazole,6,29,0.25
Midazolam,170,277,0.52
Artemether,195,145,1.11
Metformin,160,253,0.52
Rifampicin,225,42,6.05
Calcium Carbonate,99,237,0.46
Alprazolam,434,150,2.36
Phenytoin,471,200,2.74
Fentanyl,152,274,0.52
Theophylline,344,197,1.56
Diclofenac,108,16,7.4
Codeine,381,321,1.18
Escitalopram,396,192,2.09
Cefixime,171,316,0.56
Risperidone,92,293,0.29
Piperacillin,437,248,1.98
Prednisone,241,196,1.09
Loratadine,145,175,0.67
Omeprazole,375,261,1.57
Adrenaline,218,156,1.35
Erythromycin,286,48,6.33
Dopamine,351,88,3.68
Lumefantrine,7,312,0.02
Acyclovir,469,288,1.61
Ibuprofen,6,23,0.3
Ranitidine,308,119,2.3
Ranitidine,474,263,1.88
Noradrenaline,299,216,1.46
Tramadol,349,272,1.21
Dopamine,255,164,1.56
Adrenaline,331,325,1.05
Alprazolam,66,30,1.98
Clopidogrel,111,291,0.33
Clotrimazole,414,109,3.73
Piperacillin,272,151,1.96
Prednisone,230,154,1.5
Lorazepam,346,336,1.12
Lisinopril,123,202,0.64
Diclofenac,136,217,0.63
Vancomycin,86,128,0.64
Ranitidine,313,270,1.38
Quetiapine,236,280,0.98
Valproate,243,66,4.0
Sertraline,187,206,0.87
Ondansetron,359,245,1.73
Escitalopram,139,157,0.74
Meropenem,476,81,5.44
Lithium,419,36,9.59
Clopidogrel,425,117,3.09
Ofloxacin,335,33,8.45
Simvastatin,195,359,0.58
Hydrochlorothiazide,426,130,2.97
Cetirizine,220,188,1.17
Cefixime,2,289,0.01
Azithromycin,302,289,1.07
Naproxen,468,338,1.37
Meropenem,175,317,0.58
Valproate,67,343,0.22
Norfloxacin,111,197,0.66
Quetiapine,168,43,3.63
Artemether,386,104,4.16
Warfarin,474,216,2.27
Ibuprofen,85,157,0.61
Lithium,218,21,8.62
Losartan,456,153,3.39
Valproate,475,99,4.5
Fluoxetine,91,279,0.34
Phenylephrine,228,331,0.61
Piperacillin,312,182,1.66
Zinc Acetate,156,337,0.46
Clopidogrel,292,185,1.36
Tamsulosin,254,71,3.32
Paracetamol,16,224,0.06
Pantoprazole,158,16,11.33
Simvastatin,221,205,1.0
Rifampicin,422,78,4.41
Loratadine,450,26,18.43
Levothyroxine,162,75,2.2
Simvastatin,226,162,1.26
Atorvastatin,470,268,1.54
Haloperidol,231,280,0.88
Carbamazepine,304,26,12.4
Carbamazepine,473,229,2.06
Clopidogrel,357,293,1.21
Vitamin D,163,297,0.44
Adrenaline,369,362,1.03
Tramadol,268,364,0.7
Midazolam,480,20,28.51
Mebendazole,32,43,0.72
Phenytoin,172,334,0.46
Ivermectin,385,229,1.84
Valproate,426,80,4.31
Clotrimazole,273,335,0.76
Lorazepam,39,84,0.4
Clotrimazole,63,98,0.58
Pyrazinamide,354,338,1.1
Ethambutol,452,39,12.16
Naproxen,306,269,1.27
Tamsulosin,491,60,9.19
Norfloxacin,295,350,0.68
Hydrochlorothiazide,330,291,1.16
Diazepam,2,322,0.01
Pyrazinamide,150,343,0.36
Linezolid,78,309,0.29
Amlodipine,258,187,1.3
Levofloxacin,496,116,3.49
Metformin,34,238,0.17
Lumefantrine,446,23,15.96
Ethambutol,199,55,3.75
Dexamethasone,186,209,0.96
Tamsulosin,57,132,0.49
Morphine,394,253,1.82
Tramadol,149,223,0.55
Codeine,115,321,0.35
Tinidazole,264,265,0.87
Prednisone,154,50,3.46
Clotrimazole,303,103,3.19
Artemether,138,343,0.34
Isoniazid,275,66,4.87
Morphine,466,84,5.96
Morphine,156,232,0.8
Piperacillin,124,142,0.72
Montelukast,246,128,1.8
Fentanyl,126,183,0.8
Tinidazole,238,335,0.81
Salbutamol,55,174,0.29
Simvastatin,277,168,1.36
Pantoprazole,468,321,1.26
Tazobactam,303,230,1.24
Quetiapine,289,325,0.96
Montelukast,289,78,4.18
Diclofenac,407,156,2.86
Dopamine,235,173,1.37
Dopamine,455,101,3.93
Adrenaline,329,117,2.75
Lithium,286,13,23.42
Doxycycline,70,318,0.25
Diclofenac,129,326,0.46
Olanzapine,412,299,1.47
Cefixime,214,183,1.4
Diclofenac,433,30,12.05
Quetiapine,370,97,3.21
Gabapentin,270,235,1.06
Mebendazole,301,232,1.15
Adrenaline,97,287,0.36
Tazobactam,240,333,0.68
Salmeterol,389,210,1.95
Amoxicillin,42,127,0.34
Naproxen,247,130,2.21
Formoterol,92,239,0.4
Doxycycline,346,158,2.55
Lorazepam,421,234,1.85
Salmeterol,35,183,0.19
Furosemide,110,66,1.73
Alprazolam,11,154,0.07
Spironolactone,450,131,3.8
Simvastatin,497,133,3.8
Dexamethasone,483,108,4.52
Formoterol,440,48,9.77
Metronidazole,490,202,1.99
Isoniazid,190,104,1.86
Zinc Acetate,150,45,3.82
Metronidazole,37,319,0.12
Ibuprofen,327,278,1.11
Clotrimazole,248,214,1.04
Tamsulosin,292,21,13.24
Loratadine,100,356,0.24
Mebendazole,437,315,1.59
Rifampicin,84,15,6.58
Cetirizine,198,150,1.11
Sertraline,4,114,0.04
Formoterol,8,132,0.06
Sertraline,117,165,0.77
Pyrazinamide,441,108,3.72
Sertraline,223,46,4.83
Ketoconazole,454,154,2.53
Linezolid,394,48,8.46
Hydrochlorothiazide,408,94,4.89
Tamsulosin,439,332,1.41
Simvastatin,376,230,1.52
Doxycycline,240,350,0.62
Doxycycline,292,247,1.22
Ibuprofen,324,189,1.5
